timestamp,archive_url,status,distrito,barrio,precio_medio
"2024-08-26 19:12:28,https://web.archive.org/web/20240826191228/https://www.idealista.com/alquiler-viviendas/sevilla/los-remedios/parque-de-los-principes-calle-niebla/,200,los-remedios,parque-de-los-principes-calle-niebla,""12,50"""
"2024-09-19 10:38:25,https://web.archive.org/web/20240919103825/https://www.idealista.com/alquiler-viviendas/sevilla/los-remedios/parque-de-los-principes-calle-niebla/,200,los-remedios,parque-de-los-principes-calle-niebla,""12,02"""
"2024-12-20 21:56:46,https://web.archive.org/web/20241220215646/https://www.idealista.com/alquiler-viviendas/sevilla/los-remedios/parque-de-los-principes-calle-niebla/,200,los-remedios,parque-de-los-principes-calle-niebla,""12,81"""
"2024-04-06 21:45:50,https://web.archive.org/web/20240406214550/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""8,10"""
"2024-05-11 11:49:36,https://web.archive.org/web/20240511114936/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""7,81"""
"2024-07-26 08:20:10,https://web.archive.org/web/20240726082010/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""8,73"""
"2024-07-26 08:32:56,https://web.archive.org/web/20240726083256/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""8,73"""
"2024-09-09 17:53:21,https://web.archive.org/web/20240909175321/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""8,97"""
"2024-09-17 12:10:29,https://web.archive.org/web/20240917121029/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""8,80"""
"2024-11-18 21:27:43,https://web.archive.org/web/20241118212743/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""9,18"""
"2025-01-23 16:13:53,https://web.archive.org/web/20250123161353/https://www.idealista.com/alquiler-viviendas/sevilla/pino-montano/pino-montano/,200,pino-montano,pino-montano,""9,08"""
"2024-05-15 08:36:22,https://web.archive.org/web/20240515083622/https://www.idealista.com/alquiler-viviendas/sevilla/san-pablo/san-pablo/,200,san-pablo,san-pablo,""11,22"""
"2024-08-24 11:05:36,https://web.archive.org/web/20240824110536/https://www.idealista.com/alquiler-viviendas/sevilla/san-pablo/san-pablo/,200,san-pablo,san-pablo,""11,52"""
"2024-09-17 15:13:46,https://web.archive.org/web/20240917151346/https://www.idealista.com/alquiler-viviendas/sevilla/san-pablo/san-pablo/,200,san-pablo,san-pablo,""12,89"""
"2025-01-24 13:01:54,https://web.archive.org/web/20250124130154/https://www.idealista.com/alquiler-viviendas/sevilla/san-pablo/san-pablo/,200,san-pablo,san-pablo,""11,93"""
"2024-02-24 23:13:03,https://web.archive.org/web/20240224231303/https://www.idealista.com/alquiler-viviendas/sevilla/la-palmera-los-bermejales/palmas-altas/,200,la-palmera-los-bermejales,palmas-altas,""8,11"""
"2024-04-09 01:44:57,https://web.archive.org/web/20240409014457/https://www.idealista.com/alquiler-viviendas/sevilla/la-palmera-los-bermejales/los-bermejales/,200,la-palmera-los-bermejales,los-bermejales,""11,01"""
"2024-07-17 00:34:28,https://web.archive.org/web/20240717003428/https://www.idealista.com/alquiler-viviendas/sevilla/la-palmera-los-bermejales/los-bermejales/,200,la-palmera-los-bermejales,los-bermejales,""11,94"""
"2024-04-09 11:53:31,https://web.archive.org/web/20240409115331/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""11,23"""
"2024-05-11 14:50:30,https://web.archive.org/web/20240511145030/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""11,32"""
"2024-07-17 05:11:27,https://web.archive.org/web/20240717051127/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""11,29"""
"2024-08-22 09:24:35,https://web.archive.org/web/20240822092435/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""11,45"""
"2024-09-17 11:05:07,https://web.archive.org/web/20240917110507/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""11,66"""
"2024-11-22 21:53:25,https://web.archive.org/web/20241122215325/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""12,97"""
"2025-01-24 10:54:14,https://web.archive.org/web/20250124105414/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/doctor-fedriani/,200,macarena,doctor-fedriani,""11,96"""
"2022-07-31 00:39:47,https://web.archive.org/web/20220731003947/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/villegas-los-principes/,200,macarena,villegas-los-principes,""9,74"""
"2024-05-11 11:56:05,https://web.archive.org/web/20240511115605/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/villegas-los-principes/,200,macarena,villegas-los-principes,""10,33"""
"2024-08-28 08:05:55,https://web.archive.org/web/20240828080555/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/villegas-los-principes/,200,macarena,villegas-los-principes,""10,28"""
"2024-09-17 10:36:44,https://web.archive.org/web/20240917103644/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/villegas-los-principes/,200,macarena,villegas-los-principes,""10,20"""
"2024-12-24 11:37:31,https://web.archive.org/web/20241224113731/https://www.idealista.com/alquiler-viviendas/sevilla/macarena/villegas-los-principes/,200,macarena,villegas-los-principes,""11,54"""
"2024-03-19 18:25:53,https://web.archive.org/web/20240319182553/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/nervion/,200,nervion,nervion,""14,18"""
"2024-05-11 12:29:56,https://web.archive.org/web/20240511122956/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/nervion/,200,nervion,nervion,""13,83"""
"2024-07-16 19:05:09,https://web.archive.org/web/20240716190509/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/nervion/,200,nervion,nervion,""13,73"""
"2024-08-27 13:24:28,https://web.archive.org/web/20240827132428/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/nervion/,200,nervion,nervion,""13,06"""
"2024-09-17 15:26:10,https://web.archive.org/web/20240917152610/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/nervion/,200,nervion,nervion,""13,67"""
"2024-11-23 01:58:28,https://web.archive.org/web/20241123015828/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/nervion/,200,nervion,nervion,""13,09"""
"2024-05-11 11:46:10,https://web.archive.org/web/20240511114610/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""14,12"""
"2024-07-16 23:15:43,https://web.archive.org/web/20240716231543/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""14,51"""
"2024-08-25 18:44:02,https://web.archive.org/web/20240825184402/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""13,24"""
"2024-09-19 22:58:10,https://web.archive.org/web/20240919225810/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""17,29"""
"2024-11-18 18:45:23,https://web.archive.org/web/20241118184523/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""15,94"""
"2024-12-19 20:45:53,https://web.archive.org/web/20241219204553/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""14,73"""
"2024-04-09 13:04:13,https://web.archive.org/web/20240409130413/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""12,67"""
"2024-05-11 12:04:08,https://web.archive.org/web/20240511120408/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""12,55"""
"2024-07-17 02:56:52,https://web.archive.org/web/20240717025652/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""13,28"""
"2024-08-22 20:23:54,https://web.archive.org/web/20240822202354/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""13,11"""
"2024-09-17 13:32:38,https://web.archive.org/web/20240917133238/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""13,35"""
"2024-05-11 15:11:48,https://web.archive.org/web/20240511151148/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/el-juncal-el-plantinar/,200,nervion,el-juncal-el-plantinar,""12,49"""
"2024-07-17 02:12:09,https://web.archive.org/web/20240717021209/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/el-juncal-el-plantinar/,200,nervion,el-juncal-el-plantinar,""12,26"""
"2024-08-26 14:29:52,https://web.archive.org/web/20240826142952/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/el-juncal-el-plantinar/,200,nervion,el-juncal-el-plantinar,""13,19"""
"2024-09-17 14:21:34,https://web.archive.org/web/20240917142134/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/el-juncal-el-plantinar/,200,nervion,el-juncal-el-plantinar,""12,64"""
"2024-11-18 05:13:52,https://web.archive.org/web/20241118051352/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/el-juncal-el-plantinar/,200,nervion,el-juncal-el-plantinar,""14,66"""
"2025-01-23 18:16:28,https://web.archive.org/web/20250123181628/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/el-juncal-el-plantinar/,200,nervion,el-juncal-el-plantinar,""13,32"""
"2024-05-16 11:46:20,https://web.archive.org/web/20240516114620/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/la-florida/,200,nervion,la-florida,""15,14"""
"2024-07-17 01:36:38,https://web.archive.org/web/20240717013638/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/la-florida/,200,nervion,la-florida,""15,14"""
"2024-09-10 01:30:34,https://web.archive.org/web/20240910013034/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/la-florida/,200,nervion,la-florida,""13,43"""
"2024-09-20 18:38:01,https://web.archive.org/web/20240920183801/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/la-florida/,200,nervion,la-florida,""14,46"""
"2024-11-23 07:24:09,https://web.archive.org/web/20241123072409/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/la-florida/,200,nervion,la-florida,""14,10"""
"2024-12-15 19:06:06,https://web.archive.org/web/20241215190606/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/la-florida/,200,nervion,la-florida,""15,12"""
"2024-05-11 14:30:55,https://web.archive.org/web/20240511143055/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/gran-plaza-marques-de-pickman-ciudad-jardin/,200,nervion,gran-plaza-marques-de-pickman-ciudad-jardin,""13,80"""
"2024-07-17 02:51:58,https://web.archive.org/web/20240717025158/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/gran-plaza-marques-de-pickman-ciudad-jardin/,200,nervion,gran-plaza-marques-de-pickman-ciudad-jardin,""13,39"""
"2024-08-25 11:12:24,https://web.archive.org/web/20240825111224/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/gran-plaza-marques-de-pickman-ciudad-jardin/,200,nervion,gran-plaza-marques-de-pickman-ciudad-jardin,""13,38"""
"2024-09-17 14:20:07,https://web.archive.org/web/20240917142007/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/gran-plaza-marques-de-pickman-ciudad-jardin/,200,nervion,gran-plaza-marques-de-pickman-ciudad-jardin,""13,41"""
"2024-12-24 12:58:29,https://web.archive.org/web/20241224125829/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/gran-plaza-marques-de-pickman-ciudad-jardin/,200,nervion,gran-plaza-marques-de-pickman-ciudad-jardin,""14,21"""
"2024-04-08 05:32:47,https://web.archive.org/web/20240408053247/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/san-bernardo-avenida-de-cadiz/,200,nervion,san-bernardo-avenida-de-cadiz,""15,44"""
"2024-07-17 01:00:27,https://web.archive.org/web/20240717010027/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/san-bernardo-avenida-de-cadiz/,200,nervion,san-bernardo-avenida-de-cadiz,""13,98"""
"2024-08-23 12:13:09,https://web.archive.org/web/20240823121309/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/san-bernardo-avenida-de-cadiz/,200,nervion,san-bernardo-avenida-de-cadiz,""13,66"""
"2024-09-17 17:22:41,https://web.archive.org/web/20240917172241/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/san-bernardo-avenida-de-cadiz/,200,nervion,san-bernardo-avenida-de-cadiz,""13,95"""
"2024-12-16 21:37:18,https://web.archive.org/web/20241216213718/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/san-bernardo-avenida-de-cadiz/,200,nervion,san-bernardo-avenida-de-cadiz,""13,81"""
"2024-07-26 03:47:56,https://web.archive.org/web/20240726034756/https://www.idealista.com/alquiler-viviendas/sevilla/centro/encarnacion-las-setas/,200,centro,encarnacion-las-setas,""14,79"""
"2024-08-22 09:24:32,https://web.archive.org/web/20240822092432/https://www.idealista.com/alquiler-viviendas/sevilla/centro/encarnacion-las-setas/,200,centro,encarnacion-las-setas,""13,95"""
"2024-09-17 19:25:42,https://web.archive.org/web/20240917192542/https://www.idealista.com/alquiler-viviendas/sevilla/centro/encarnacion-las-setas/,200,centro,encarnacion-las-setas,""13,56"""
"2024-12-18 05:32:43,https://web.archive.org/web/20241218053243/https://www.idealista.com/alquiler-viviendas/sevilla/centro/encarnacion-las-setas/,200,centro,encarnacion-las-setas,""15,02"""
"2024-11-25 18:00:22,https://web.archive.org/web/20241125180022/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""12,94"""
"2024-12-20 10:24:42,https://web.archive.org/web/20241220102442/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""13,82"""
"2025-01-24 21:30:57,https://web.archive.org/web/20250124213057/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/luis-montoto-santa-justa/,200,nervion,luis-montoto-santa-justa,""13,00"""
"2025-01-26 15:48:30,https://web.archive.org/web/20250126154830/https://www.idealista.com/alquiler-viviendas/sevilla/centro/encarnacion-las-setas/,200,centro,encarnacion-las-setas,""15,03"""
"2025-01-26 18:13:17,https://web.archive.org/web/20250126181317/https://www.idealista.com/alquiler-viviendas/sevilla/triana/calle-betis-pages-del-corro/,200,triana,calle-betis-pages-del-corro,""15,96"""
"2025-01-26 11:56:47,https://web.archive.org/web/20250126115647/https://www.idealista.com/alquiler-viviendas/sevilla/los-remedios/plaza-de-cuba-republica-argentina/,200,los-remedios,plaza-de-cuba-republica-argentina,""14,04"""
"2025-01-26 15:38:35,https://web.archive.org/web/20250126153835/https://www.idealista.com/alquiler-viviendas/sevilla/nervion/buhaira-huerta-del-rey/,200,nervion,buhaira-huerta-del-rey,""13,94"""
"2024-10-07 17:01:04,https://web.archive.org/web/20241007170104/https://www.idealista.com/alquiler-viviendas/sevilla/torreblanca/torreblanca/,200,torreblanca,torreblanca,""13,54"""
"2024-12-03 01:00:16,https://web.archive.org/web/20241203010016/https://www.idealista.com/alquiler-viviendas/sevilla/torreblanca/torreblanca/,200,torreblanca,torreblanca,""12,99"""
"2024-12-17 14:50:08,https://web.archive.org/web/20241217145008/https://www.idealista.com/alquiler-viviendas/sevilla/torreblanca/torreblanca/,200,torreblanca,torreblanca,""15,77"""
"2024-04-08 17:58:20,https://web.archive.org/web/20240408175820/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/prado-de-san-sebastian-ramon-carande/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,prado-de-san-sebastian-ramon-carande,""12,81"""
"2024-08-22 16:43:31,https://web.archive.org/web/20240822164331/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/prado-de-san-sebastian-ramon-carande/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,prado-de-san-sebastian-ramon-carande,""13,45"""
"2024-09-18 12:25:16,https://web.archive.org/web/20240918122516/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/prado-de-san-sebastian-ramon-carande/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,prado-de-san-sebastian-ramon-carande,""12,18"""
"2025-01-27 09:49:30,https://web.archive.org/web/20250127094930/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/prado-de-san-sebastian-ramon-carande/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,prado-de-san-sebastian-ramon-carande,""13,12"""
"2024-05-14 23:47:20,https://web.archive.org/web/20240514234720/https://www.idealista.com/alquiler-viviendas/sevilla/cerro-amate/santa-aurelia/,200,cerro-amate,santa-aurelia,""9,15"""
"2024-07-17 01:58:59,https://web.archive.org/web/20240717015859/https://www.idealista.com/alquiler-viviendas/sevilla/cerro-amate/santa-aurelia/,200,cerro-amate,santa-aurelia,""8,99"""
"2024-08-27 10:13:41,https://web.archive.org/web/20240827101341/https://www.idealista.com/alquiler-viviendas/sevilla/cerro-amate/santa-aurelia/,200,cerro-amate,santa-aurelia,""8,83"""
"2024-04-07 02:29:35,https://web.archive.org/web/20240407022935/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/el-porvenir/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,el-porvenir,""11,43"""
"2024-05-15 00:05:14,https://web.archive.org/web/20240515000514/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/el-porvenir/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,el-porvenir,""12,63"""
"2024-07-16 20:42:21,https://web.archive.org/web/20240716204221/https://www.idealista.com/alquiler-viviendas/sevilla/prado-de-san-sebastian-felipe-ii-bueno-monreal/el-porvenir/,200,prado-de-san-sebastian-felipe-ii-bueno-monreal,el-porvenir,""14,49"""
